benchmark,seed,proxy_minus_first_true_return,feature_minus_proxy_true_return,flow_residual_minus_proxy_true_return,oracle_minus_proxy_true_return,feature_minus_proxy_gap,feature_minus_proxy_ood,flow_residual_minus_proxy_residual
CartPole-v1,70,-8.292765776316324,5.412078380584717,0.9622486432393392,24.65570656458537,-25.81454594930013,-8.4700208902359,-0.005193194452052315
MountainCar-v0,70,1.2631441752115886,1.5918413798014324,0.5044956207275391,5.838024139404297,-2.613837560017904,-0.6270343462626139,-0.0004794551059603691
Acrobot-v1,70,4.279630025227864,0.0,-0.8155136108398438,6.083465576171875,0.0,0.0,-0.0030688106392820678
CartPole-v1,71,-0.6819750467936198,7.224425474802653,0.004361470540364583,29.374945163726807,-19.9961420694987,-6.567475875218709,-0.0015726202788452308
MountainCar-v0,71,0.2714761098225911,0.0,0.0,6.569678624471028,0.0,0.0,0.0
Acrobot-v1,71,7.147088368733724,0.0,-8.001324971516928,10.488239288330078,0.0,0.0,-0.009869528158257404
CartPole-v1,72,-8.693081378936768,11.321884314219156,3.8604256312052407,29.02370564142863,-26.8871914545695,-7.235780914624532,-0.005051579171170791
MountainCar-v0,72,-0.6756992340087891,1.5646324157714844,0.6416308085123698,9.040531794230143,-2.338831583658854,-0.6059830983479818,-0.006507797011484702
Acrobot-v1,72,4.691660563151042,2.466541290283203,-4.9215087890625,13.530452728271484,-2.6773045857747397,-0.24594652652740479,-0.005362562447165449
CartPole-v1,73,-8.416426658630371,15.455867608388266,0.4570620854695638,25.79206069310506,-28.865044593811035,-6.983017722765605,-0.008358244163294634
MountainCar-v0,73,0.31010882059733075,-0.5760402679443359,2.2860164642333984,12.030219395955404,0.2611296971638997,-0.2807896137237549,-0.004576208147530754
Acrobot-v1,73,3.1544100443522134,-0.06621170043945312,-2.9470507303873696,11.103201548258463,-0.004416147867838542,-0.12307159105936687,-0.006632802154247959
CartPole-v1,74,-2.812082608540853,9.651359558105469,1.7701551119486492,27.568477948506672,-24.677548090616863,-5.0493574142456055,-0.006648133276030421
MountainCar-v0,74,2.2139854431152344,-1.0163122812906902,0.8204727172851562,8.266996383666992,0.019025484720865887,-0.7573986053466797,-0.006526744458824396
Acrobot-v1,74,-2.3120689392089844,0.0,-0.6847025553385416,13.323944091796875,0.0,0.0,-0.012832478542501727
