method,metric,mean,std
calibrated_tail,true_return,-41.570455932617186,1.8992957681692146
calibrated_tail,pred_true_gap,69.14263000488282,4.9299214543876015
calibrated_tail,ood,155.6819854736328,4.9454790230234495
calibrated_tail,selection_bias,2.6256481170654298,2.955566902430685
calibrated_tail,selected_mode_entropy,0.9724137665230806,0.043811210601559764
first_candidate,true_return,-64.02894821166993,4.227358933666592
first_candidate,pred_true_gap,88.87972869873047,6.967113217315288
first_candidate,ood,263.79026489257814,11.959940047708015
first_candidate,selection_bias,-0.09575042724609384,2.637683065574678
first_candidate,selected_mode_entropy,0.9892498035527153,0.00927717585747835
proxy_tail,true_return,-95.67812042236328,5.0305310755218535
proxy_tail,pred_true_gap,141.65667419433595,5.7570802598472515
proxy_tail,ood,321.11785278320315,23.836260641533123
proxy_tail,selection_bias,21.032024765014647,1.9576171335683674
proxy_tail,selected_mode_entropy,0.9611405903171679,0.031683188825464274
